出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","104","1","2880","華南金","15646092.00","-800980.00","2641424.00","-99032.00","17387504.00","130662345.00","148049849.00"
"114/03/26","104","1","2881","富邦金","25500290.00","-16476184.00","12155541.00","-715892.00","20463755.00","256904862.00","277368617.00"
"114/03/26","104","1","2882","國泰金","-54408866.00","-4951588.00","-503371.00","-315328.00","-60179153.00","597008819.00","536829666.00"
"114/03/26","104","1","2883","凱基金","-16121654.00","-3884936.00","29203878.00","-66414.00","9130874.00","84850996.00","93981870.00"
"114/03/26","104","1","2884","玉山金","-840346.00","-1285707.00","-393740.00","-955137.00","-3474930.00","32061680.00","28586750.00"
"114/03/26","104","1","2885","元大金","-51038735.00","-227932.00","60409490.00","-567845.00","8574978.00","128914454.00","137489432.00"
"114/03/26","104","1","2886","兆豐金","-94624655.00","1029690.00","-276927.00","-1343589.00","-95215481.00","415144124.00","319928643.00"
"114/03/26","104","1","2887","台新金","-18767815.00","-303523.00","15358988.00","-25726.00","-3738076.00","24758204.00","21020128.00"
"114/03/26","104","1","2888","新光金","-3528460.00","-112331.00","220432.00","546249.00","-2874110.00","59425032.00","56550922.00"
"114/03/26","104","1","2889","國票金","-11867355.00","223880.00","11649172.00","-22348.00","-16651.00","2501517.00","2484866.00"
"114/03/26","104","1","2890","永豐金","-8679343.00","1456890.00","8548296.00","-96395.00","1229448.00","118627846.00","119857294.00"
"114/03/26","104","1","2891","中信金","-8539743.00","-2878307.00","-22129611.00","-1188708.00","-34736369.00","325668807.00","290932438.00"
"114/03/26","104","1","2892","第一金","24211722.00","-6045750.00","5228168.00","-841816.00","22552324.00","197384706.00","219937030.00"
"114/03/26","104","1","5880","合庫金","6966860.00","-560971.00","30890634.00","934010.00","38230533.00","341517226.00","379747759.00"
