出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","105","2","1409","新纖","77585729.00","49794313.00","127380042.00","84561543.00","9843542.00","94405085.00","16184093.00","1570404.00","6389177.00","801896.00","-29834.00","24915736.00","--","8059221.00","32974957.00","--","0.00","4680487.00","15.44"
"114/03/26","105","2","1718","中纖","538256488.00","82288643.00","620545131.00","551253787.00","19581320.00","570835107.00","14294934.00","1559957.00","5643701.00","-237272.00","-1254607.00","20006713.00","--","29703311.00","49710024.00","0.00","0.00","278464859.00","18.47"
"114/03/26","105","2","2514","龍邦","969103.00","12554820.00","13523923.00","3546061.00","2268153.00","5814214.00","5569233.00","291334.00","2660776.00","-730631.00","-82373.00","7708339.00","--","1370.00","7709709.00","--","0.00","4480000.00","13.95"
"114/03/26","105","2","2905","三商","158704093.00","752071015.00","910775108.00","11024548.00","867974903.00","878999451.00","7154059.00","996570.00","7057935.00","-1695031.00","-532672.00","12980861.00","0.00","18794796.00","31775657.00","0.00","0.00","39354000.00","20.22"
