出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","105","2","2855","統一證","76472380.00","4769284.00","81241664.00","58507862.00","74566.00","58582428.00","13356658.00","142702.00","8951965.00","162005.00","0.00","22613330.00","--","--","22659236.00","0.00","0.00","0.00","17.46"
"114/03/26","105","2","6005","群益證","87369536.00","13681440.00","101050976.00","67969823.00","1937377.00","69907200.00","22690730.00","2750386.00","4148429.00","333270.00","0.00","29922815.00","--","--","31143776.00","0.00","0.00","0.00","13.19"
"114/03/26","105","2","6024","群益期","25546313.00","524562.00","26070875.00","23116652.00","13396.00","23130048.00","1223979.00","380185.00","1257010.00","53379.00","0.00","2914553.00","--","--","2940827.00","--","0.00","0.00","23.81"
