出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","105","2","2880","華南金","40939475.00","188661727.00","73107667.00","115608529.00","0.00","10319694.00","51350299.00","817744.00","--","1511267690.00","3792724.00","369208259.00","60356.00","--","86958578.00","9497059.00","32358218.00","467892.00","1961057.00","2365368.00","2498742336.00","129777105.00","--","17528468.00","28397.00","27578126.00","13433482.00","36161052.00","1889664.00","--","2020035609.00","50545853.00","1836000.00","--","17337389.00","17245595.00","6120771.00","3774087.00","2343291598.00","105204951.00","17758986.00","30439948.00","2045350.00","--","--","155449235.00","1503.00","155450738.00","--","0.00","0.00","15.69"
"114/03/26","105","2","2881","富邦金","173123160.00","226496621.00","159056706.00","1584662025.00","1608308.00","145426157.00","143133354.00","1575775.00","49575.00","1668495775.00","22915861.00","354661717.00","24020186.00","--","1319611185.00","176115318.00","55414137.00","29367226.00","5937127.00","69122503.00","6160792716.00","106433530.00","7063673.00","76466902.00","3047830.00","123071193.00","4249393.00","110256861.00","7954794.00","--","2010354382.00","154310977.00","1440000.00","--","2909397759.00","173591767.00","11834474.00","15990967.00","5715464502.00","108336040.00","104426467.00","214820801.00","9448277.00","--","--","437031585.00","8296629.00","445328214.00","0.00","0.00","0.00","40.34"
"114/03/26","105","2","2882","國泰金","222101661.00","81400184.00","316287366.00","1437239061.00","520063.00","66514592.00","155121033.00","5025756.00","--","1894907410.00","10013702.00","73668221.00","26319139.00","--","2908561922.00","379247908.00","99270999.00","59884422.00","8898240.00","62717110.00","7807698789.00","70592764.00","--","90386282.00","--","43922335.00","36688966.00","103528236.00","1775428.00","--","1913646971.00","71800000.00","--","--","4410740549.00","556189358.00","30459728.00","21313048.00","7351043665.00","125632102.00","88781195.00","218952819.00","17115946.00","--","--","450482062.00","6173062.00","456655124.00","0.00","0.00","0.00","35.86"
"114/03/26","105","2","2883","凱基金","18598200.00","75352677.00","193217805.00","74766450.00","--","28466075.00","107906015.00","847015.00","--","233103615.00","--","300000.00","11829981.00","30310600.00","69206071.00","2040602.00","14675663.00","8280660.00","5547069.00","18743425.00","893191923.00","19606788.00","--","51168387.00","--","133927908.00","19600478.00","77959588.00","846507.00","--","294809658.00","28617667.00","23872369.00","--","1394990.00","63571199.00","1462289.00","14618087.00","731455915.00","149740122.00","1095973.00","12906195.00","-3229052.00","-2376747.00","--","158136491.00","3599517.00","161736008.00","--","0.00","466241938.00","10.90"
"114/03/26","105","2","2884","玉山金","37202032.00","51234093.00","411257976.00","144356505.00","0.00","679609.00","84217640.00","139.00","0.00","1038718561.00","0.00","6382085.00","0.00","0.00","32049412.00","255318.00","27389689.00","6087316.00","610236.00","3976935.00","1844417546.00","64710414.00","0.00","55006315.00","0.00","5702947.00","2218560.00","30866238.00","1430147.00","0.00","1498161499.00","50450000.00","1815270.00","0.00","478890.00","5236265.00","1295869.00","1974308.00","1719346722.00","87654000.00","20658669.00","14127146.00","1831864.00","0.00","0.00","124271679.00","799145.00","125070824.00","0.00","0.00","0.00","15.63"
"114/03/26","105","2","2885","元大金","60338992.00","117844416.00","401964751.00","219838555.00","--","37310443.00","144844804.00","1625071.00","13868.00","761939206.00","420909.00","96220890.00","2068667.00","6819877.00","115720975.00","6166100.00","20937854.00","37131293.00","6467375.00","23315469.00","2060989515.00","23684168.00","--","114530557.00","1390.00","166424491.00","19792791.00","165017167.00","4498279.00","--","985041358.00","84637387.00","39921038.00","3846751.00","140116720.00","75624618.00","3697866.00","17374538.00","1844209119.00","119986478.00","37916488.00","33344701.00","8620248.00","-1498603.00","--","198369312.00","18411084.00","216780396.00","0.00","0.00","125875001.00","16.71"
"114/03/26","105","2","2886","兆豐金","106586601.00","526279891.00","195693955.00","353279633.00","--","9372447.00","113187092.00","581131.00","0.00","1731771623.00","4419416.00","248402173.00","3195338.00","--","16790664.00","1539363.00","21723663.00","279581.00","5043049.00","5302407.00","3343448027.00","328535805.00","57846549.00","22971387.00","--","221619337.00","11202982.00","88727989.00","10501272.00","--","2226290470.00","41901153.00","2800093.00","--","24997726.00","13228170.00","2327638.00","7143763.00","3060094334.00","135998240.00","68194233.00","77412253.00","1696040.00","0.00","0.00","283300766.00","52927.00","283353693.00","--","0.00","0.00","20.83"
"114/03/26","105","2","2887","台新金","17760091.00","52558109.00","93810083.00","294949781.00","--","6000.00","108215830.00","546641.00","--","857805971.00","--","5088.00","35766187.00","--","13412713.00","887054.00","18433732.00","2145475.00","3283771.00","19828735.00","1519415261.00","57214266.00","--","32044181.00","--","88802803.00","4121661.00","29433888.00","1389556.00","--","1050925455.00","75000000.00","7968264.00","--","879413.00","48643689.00","56192.00","2786795.00","1399266163.00","98674750.00","7149780.00","13629314.00","572614.00","--","--","120026458.00","122640.00","120149098.00","--","1021500.00","0.00","13.01"
"114/03/26","105","2","2888","新光金","60624360.00","105251879.00","144677652.00","312542847.00","--","13828271.00","96074747.00","3982172.00","4570798.00","675742614.00","--","576260780.00","11239.00","--","874024788.00","106578012.00","27544542.00","2770014.00","17286793.00","31192991.00","3052964499.00","11437244.00","--","9384387.00","--","46902826.00","0.00","64284670.00","130218.00","--","620131358.00","32765936.00","3604457.00","--","2038773423.00","81694798.00","7112033.00","13553315.00","2929774665.00","102281441.00","9557240.00","30175306.00","-31469141.00","-1907115.00","--","108637731.00","14552103.00","123189834.00","--","0.00","200000000.00","10.83"
"114/03/26","105","2","2889","國票金","2691286.00","30.00","112946388.00","108778352.00","--","201109.00","16409875.00","698518.00","--","--","--","988224.00","1663152.00","--","4540579.00","--","1905639.00","361049.00","109677.00","988030.00","252281908.00","--","24023572.00","449826.00","--","173598407.00","7127795.00","8343264.00","211147.00","--","--","--","--","--","1368973.00","1393716.00","30149.00","473779.00","217020628.00","27460748.00","100068.00","2695919.00","1197066.00","-316245.00","--","31137556.00","4123724.00","35261280.00","--","0.00","40000000.00","11.81"
