出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","102","3","1449","佳和","2141854.00","1697015.00","3838869.00","1330194.00","2086977.00","3417171.00","2762941.00","5393.00","-2498046.00","-59583.00","-80515.00","130190.00","--","--","291508.00","421698.00","0.00","5065404.00","0.48"
"114/03/26","102","3","1451","年興","7281582.00","6564182.00","13845764.00","3499938.00","672358.00","4172296.00","4000000.00","393116.00","5446885.00","-265473.00","--","9574528.00","--","--","98940.00","9673468.00","0.00","0.00","23.94"
"114/03/26","102","3","1452","宏益","1456725.00","848524.00","2305249.00","214368.00","69803.00","284171.00","1326414.00","151652.00","599359.00","-56347.00","--","--","--","--","--","2021078.00","0.00","0.00","15.24"
"114/03/26","102","3","1453","大將","695112.00","419973.00","1115085.00","96053.00","54950.00","151003.00","838040.00","405.00","124553.00","1710.00","-13241.00","951467.00","--","--","12615.00","964082.00","0.00","1556000.00","12.55"
"114/03/26","102","3","1454","台富","1045380.00","990584.00","2035964.00","320810.00","117424.00","438234.00","1403098.00","55713.00","124223.00","106313.00","-91622.00","1597725.00","--","--","5.00","1597730.00","0.00","9175103.00","12.18"
"114/03/26","102","3","1455","集盛","5888410.00","8127560.00","14015970.00","2841668.00","3752101.00","6593769.00","6117634.00","360356.00","944211.00","0.00","0.00","--","--","--","--","7422201.00","0.00","0.00","12.13"
"114/03/26","102","3","1456","怡華","1395262.00","1386311.00","2781573.00","1442651.00","1249151.00","2691802.00","4075000.00","18656.00","-3049192.00","-954693.00","0.00","89771.00","--","--","0.00","89771.00","0.00","0.00","0.22"
"114/03/26","102","3","1457","宜進","1675151.00","5958468.00","7633619.00","1568335.00","2285209.00","3853544.00","3178746.00","299037.00","131837.00","113769.00","-259482.00","3463907.00","--","--","316168.00","3780075.00","0.00","64781032.00","13.69"
"114/03/26","102","3","1459","聯發","2851821.00","4489930.00","7341751.00","2153173.00","1358604.00","3511777.00","3586289.00","273661.00","565497.00","-214158.00","-526664.00","3684625.00","--","--","145349.00","3829974.00","0.00","43081531.00","11.68"
"114/03/26","102","3","1460","宏遠","4999066.00","3489021.00","8488087.00","3367773.00","727874.00","4095647.00","4711891.00","125942.00","25182.00","-4910.00","-465679.00","4392426.00","--","--","14.00","4392440.00","0.00","33706585.00","10.04"
"114/03/26","102","3","1463","強盛新","2101233.00","1144947.00","3246180.00","1046757.00","119415.00","1166172.00","1884108.00","189545.00","19862.00","27266.00","-273289.00","1847492.00","--","--","232516.00","2080008.00","0.00","26589911.00","11.42"
"114/03/26","102","3","1464","得力","2673175.00","2431137.00","5104312.00","2286620.00","270151.00","2556771.00","2168960.00","144681.00","63385.00","-4958.00","0.00","2372068.00","--","--","175473.00","2547541.00","0.00","0.00","10.94"
"114/03/26","102","3","1465","偉全","1973116.00","932218.00","2905334.00","591712.00","84366.00","676078.00","863394.00","353488.00","434004.00","50468.00","--","1701354.00","--","--","527902.00","2229256.00","0.00","0.00","19.71"
"114/03/26","102","3","1466","聚隆","1611861.00","1298440.00","2910301.00","887929.00","471607.00","1359536.00","956726.00","288955.00","305737.00","0.00","-653.00","1550765.00","--","--","0.00","1550765.00","0.00","91475.00","16.22"
"114/03/26","102","3","1467","南緯","4400820.00","2490854.00","6891674.00","2906822.00","1589848.00","4496670.00","1682098.00","60649.00","317633.00","-195462.00","--","1864918.00","--","--","530086.00","2395004.00","0.00","0.00","11.09"
"114/03/26","102","3","1468","昶和","1191781.00","1279982.00","2471763.00","810010.00","381913.00","1191923.00","1604053.00","26753.00","-470099.00","62839.00","0.00","1223546.00","--","--","56294.00","1279840.00","0.00","0.00","7.63"
"114/03/26","102","3","1470","大統新創","578796.00","427090.00","1005886.00","90639.00","18405.00","109044.00","857670.00","6918.00","54811.00","-22557.00","--","--","--","--","--","896842.00","0.00","0.00","10.46"
"114/03/26","102","3","1471","首利","2107815.00","1704766.00","3812581.00","1219573.00","5439.00","1225012.00","2014677.00","450239.00","-3994.00","126647.00","--","2587569.00","--","--","--","2587569.00","0.00","0.00","12.84"
"114/03/26","102","3","1472","三洋實業","554661.00","646489.00","1201150.00","767003.00","60739.00","827742.00","716500.00","25500.00","-272691.00","-1842.00","-59604.00","407863.00","--","--","-34455.00","373408.00","0.00","2208204.00","5.87"
"114/03/26","102","3","1473","台南","6200158.00","1880357.00","8080515.00","2241707.00","1024323.00","3266030.00","1468340.00","831800.00","1893034.00","-14284.00","-36165.00","4142725.00","--","--","671760.00","4814485.00","4000.00","1214000.00","28.45"
"114/03/26","102","3","1474","弘裕","2089605.00","1318941.00","3408546.00","1522952.00","178160.00","1701112.00","1337880.00","8793.00","400337.00","2240.00","-41816.00","1707434.00","--","--","--","1707434.00","0.00","3891000.00","13.14"
"114/03/26","102","3","1475","業旺","252726.00","481664.00","734390.00","332267.00","39226.00","371493.00","525168.00","188125.00","-337734.00","-3994.00","--","371565.00","--","--","-8668.00","362897.00","0.00","0.00","7.08"
"114/03/26","102","3","1476","儒鴻","7271031.00","5196351.00","12467382.00","4886491.00","269363.00","5155854.00","2509494.00","1152238.00","3655765.00","-15609.00","0.00","7301888.00","--","--","9640.00","7311528.00","0.00","0.00","29.10"
"114/03/26","102","3","1477","聚陽","6801532.00","1484678.00","8286210.00","2699568.00","616375.00","3315943.00","1684782.00","1216304.00","2071500.00","-33079.00","--","4939507.00","--","--","30760.00","4970267.00","0.00","0.00","29.32"
"114/03/26","102","3","1503","士電","12299717.00","19863470.00","32163187.00","8212663.00","3993728.00","12206391.00","5209722.00","2549701.00","12153684.00","-353977.00","0.00","19559130.00","--","--","397666.00","19956796.00","0.00","0.00","37.54"
"114/03/26","102","3","1504","東元","40697805.00","35281160.00","75978965.00","19457202.00","12631602.00","32088804.00","19696714.00","7097606.00","15742922.00","-1439253.00","-321563.00","40776426.00","--","--","3113735.00","43890161.00","75991800.00","22442022.00","20.94"
"114/03/26","102","3","1506","正道","1128955.00","1275373.00","2404328.00","656744.00","371585.00","1028329.00","1222516.00","72492.00","-38771.00","-13491.00","--","1242746.00","--","--","133253.00","1375999.00","0.00","0.00","10.17"
"114/03/26","102","3","1512","瑞利","2874453.00","2886914.00","5761367.00","2330874.00","1471267.00","3802141.00","1818025.00","40369.00","30324.00","5164.00","--","1893882.00","--","--","65344.00","1959226.00","0.00","0.00","10.42"
"114/03/26","102","3","1513","中興電","8563430.00","6141506.00","14704936.00","5727783.00","1397855.00","7125638.00","4800000.00","374116.00","2028108.00","247961.00","-129793.00","7320392.00","--","--","258906.00","7579298.00","0.00","10329917.00","15.59"
"114/03/26","102","3","1514","亞力","2943995.00","1787434.00","4731429.00","1760265.00","384717.00","2144982.00","2010670.00","105240.00","562021.00","492.00","-147152.00","2531271.00","--","--","55176.00","2586447.00","0.00","8359112.00","13.14"
"114/03/26","102","3","1515","力山","2795223.00","2237269.00","5032492.00","2489088.00","334078.00","2823166.00","1814735.00","433.00","251718.00","116578.00","0.00","2183464.00","--","--","25862.00","2209326.00","0.00","0.00","12.03"
"114/03/26","102","3","1516","川飛","70716.00","139691.00","210407.00","37465.00","20.00","37485.00","253147.00","1705.00","-81930.00","0.00","0.00","--","--","--","--","172922.00","0.00","0.00","6.83"
"114/03/26","102","3","1517","利奇","3657731.00","1811086.00","5468817.00","1025611.00","814724.00","1840335.00","2278250.00","38010.00","915790.00","6902.00","--","3238952.00","--","--","389530.00","3628482.00","0.00","0.00","14.22"
"114/03/26","102","3","1519","華城","3823138.00","1705183.00","5528321.00","2243092.00","344755.00","2587847.00","2610585.00","1033.00","323941.00","198.00","--","2935757.00","--","--","4717.00","2940474.00","0.00","0.00","11.25"
"114/03/26","102","3","1521","大億","1603341.00","1316267.00","2919608.00","1177584.00","236128.00","1413712.00","762300.00","60472.00","682260.00","864.00","--","1505896.00","--","--","--","1505896.00","0.00","0.00","19.75"
"114/03/26","102","3","1522","堤維西","9441683.00","9598155.00","19039838.00","9015727.00","4235784.00","13251511.00","3128979.00","1299621.00","577940.00","-25559.00","-5996.00","4974985.00","--","--","813342.00","5788327.00","0.00","939707.00","15.95"
"114/03/26","102","3","1524","耿鼎","1476530.00","3745725.00","5222255.00","1415582.00","1784863.00","3200445.00","1741880.00","197866.00","169110.00","2490.00","-89536.00","2021810.00","--","--","--","2021810.00","0.00","5249253.00","12.79"
"114/03/26","102","3","1525","江申","794448.00","2543323.00","3337771.00","415293.00","248619.00","663912.00","692454.00","1251.00","1960842.00","19312.00","--","2673859.00","--","--","--","2673859.00","0.00","0.00","38.61"
"114/03/26","102","3","1526","日馳","537226.00","441841.00","979067.00","256008.00","251975.00","507983.00","500000.00","--","-29428.00","512.00","--","471084.00","--","--","0.00","471084.00","0.00","0.00","9.42"
"114/03/26","102","3","1527","鑽全","11254983.00","1106025.00","12361008.00","9764604.00","43063.00","9807667.00","1532896.00","305.00","1122836.00","-102696.00","0.00","2553341.00","--","--","0.00","2553341.00","0.00","0.00","16.66"
"114/03/26","102","3","1528","恩德","3538459.00","1236462.00","4774921.00","1677936.00","1020806.00","2698742.00","1470000.00","304206.00","283112.00","-4355.00","0.00","2052963.00","--","--","23216.00","2076179.00","0.00","0.00","13.97"
"114/03/26","102","3","1529","樂事綠能","165470.00","449732.00","615202.00","149927.00","17205.00","167132.00","2497089.00","2320.00","-2051339.00","0.00","0.00","448070.00","--","--","0.00","448070.00","0.00","0.00","1.79"
"114/03/26","102","3","1530","亞崴","3168815.00","1348335.00","4517150.00","1979474.00","203962.00","2183436.00","949525.00","246528.00","1232261.00","5563.00","-100163.00","2333714.00","--","--","--","2333714.00","0.00","2958000.00","25.37"
"114/03/26","102","3","1531","高林股","4199648.00","1734323.00","5933971.00","1103523.00","348214.00","1451737.00","1931511.00","204042.00","2014480.00","-9223.00","--","4140810.00","--","--","341424.00","4482234.00","0.00","0.00","21.44"
"114/03/26","102","3","1532","勤美","23365129.00","14824415.00","38189544.00","14401872.00","7172773.00","21574645.00","3859374.00","1620802.00","3981904.00","476899.00","--","9938979.00","--","--","6675920.00","16614899.00","0.00","0.00","25.75"
"114/03/26","102","3","1533","車王電","2556952.00","1298973.00","3855925.00","1449948.00","460906.00","1910854.00","964152.00","275871.00","764498.00","-29538.00","-29900.00","1945083.00","--","--","-12.00","1945071.00","0.00","1658000.00","20.53"
"114/03/26","102","3","1535","中宇","5857954.00","1367315.00","7225269.00","3786537.00","315674.00","4102211.00","1237426.00","628374.00","1153204.00","104054.00","0.00","3123058.00","--","--","0.00","3123058.00","0.00","0.00","25.24"
"114/03/26","102","3","1536","和大","2350186.00","3925437.00","6275623.00","1561130.00","2053300.00","3614430.00","2210623.00","103307.00","261595.00","32942.00","--","2608467.00","--","--","52726.00","2661193.00","0.00","0.00","12.42"
"114/03/26","102","3","1537","廣隆","2711651.00","1139935.00","3851586.00","1019811.00","222056.00","1241867.00","815854.00","618809.00","1135451.00","-17918.00","--","2552196.00","--","--","57523.00","2609719.00","0.00","0.00","31.28"
"114/03/26","102","3","1538","正峰","320799.00","2158944.00","2479743.00","878726.00","482952.00","1361678.00","1638845.00","0.00","-529830.00","9050.00","--","1118065.00","--","--","--","1118065.00","0.00","0.00","6.82"
"114/03/26","102","3","1539","巨庭","1282568.00","485663.00","1768231.00","995099.00","87839.00","1082938.00","653700.00","0.00","32064.00","-471.00","--","685293.00","--","--","0.00","685293.00","0.00","0.00","10.48"
"114/03/26","102","3","1540","喬福","1384103.00","429818.00","1813921.00","496698.00","32511.00","529209.00","854736.00","171075.00","289094.00","0.00","-30206.00","1284699.00","--","--","13.00","1284712.00","0.00","6105911.00","16.19"
"114/03/26","102","3","1541","錩泰","1003714.00","759267.00","1762981.00","842386.00","21533.00","863919.00","788000.00","1364.00","109250.00","448.00","0.00","899062.00","--","--","0.00","899062.00","0.00","0.00","11.41"
"114/03/26","102","3","1558","伸興","3174615.00","1361249.00","4535864.00","1530219.00","206521.00","1736740.00","542526.00","602491.00","1587880.00","33111.00","--","2766008.00","--","--","33116.00","2799124.00","0.00","0.00","50.98"
"114/03/26","102","3","1560","中砂","2128348.00","2505825.00","4634173.00","714530.00","385349.00","1099879.00","1410000.00","1241869.00","882041.00","384.00","--","--","--","--","--","3534294.00","0.00","0.00","25.07"
"114/03/26","102","3","1568","倉佑","1211174.00","1403775.00","2614949.00","578328.00","903841.00","1482169.00","916315.00","1406.00","130076.00","-4775.00","--","1043022.00","--","--","89758.00","1132780.00","0.00","0.00","11.38"
"114/03/26","102","3","1582","信錦","6873007.00","1377515.00","8250522.00","3180535.00","377655.00","3558190.00","1498564.00","1918504.00","1277996.00","-2732.00","0.00","4692332.00","--","--","0.00","4692332.00","0.00","0.00","31.58"
"114/03/26","102","3","1583","程泰","6206235.00","2831759.00","9037994.00","4271091.00","627651.00","4898742.00","979680.00","434608.00","1482480.00","11768.00","-81071.00","2827465.00","--","--","1311787.00","4139252.00","0.00","1597000.00","29.34"
"114/03/26","102","3","1589","永冠-KY","4797555.00","4496787.00","9294342.00","2438335.00","799444.00","3237779.00","1008890.00","3548276.00","1487388.00","12009.00","--","6056563.00","--","--","--","6056563.00","0.00","0.00","60.03"
"114/03/26","102","3","1590","亞德客-KY","5521395.00","8009953.00","13531348.00","5705807.00","1285896.00","6991703.00","1605000.00","2046960.00","2556833.00","195707.00","--","6404500.00","--","--","135145.00","6539645.00","0.00","0.00","39.90"
"114/03/26","102","3","1597","直得","1383740.00","1314725.00","2698465.00","676105.00","653856.00","1329961.00","559622.00","456533.00","350960.00","1389.00","--","1368504.00","--","--","--","1368504.00","0.00","0.00","24.45"
"114/03/26","102","3","1603","華電","2543508.00","5200544.00","7744052.00","1943501.00","797606.00","2741107.00","3423000.00","412208.00","3802678.00","-140849.00","-2502214.00","4994823.00","--","--","8122.00","5002945.00","0.00","58646089.00","17.61"
"114/03/26","102","3","1604","聲寶","3823282.00","8103718.00","11927000.00","1700113.00","2361314.00","4061427.00","5641001.00","32818.00","2743476.00","-158148.00","-627635.00","7631512.00","--","--","234061.00","7865573.00","0.00","27541829.00","14.22"
"114/03/26","102","3","1605","華新","47811311.00","67040491.00","114851802.00","31311210.00","15469436.00","46780646.00","35760002.00","15629054.00","11101460.00","620024.00","-499679.00","62610861.00","--","--","5460295.00","68071156.00","0.00","102187289.00","18.02"
"114/03/26","102","3","1608","華榮","5613561.00","7307781.00","12921342.00","2165383.00","1280164.00","3445547.00","6327735.00","104069.00","1105473.00","1109164.00","-733574.00","7912867.00","--","--","1562928.00","9475795.00","0.00","196934824.00","18.16"
"114/03/26","102","3","1609","大亞","10288903.00","6937894.00","17226797.00","5856896.00","3431090.00","9287986.00","5801808.00","500416.00","776073.00","-24925.00","-110920.00","6942452.00","--","--","996359.00","7938811.00","0.00","20633667.00","12.41"
"114/03/26","102","3","1611","中電","3299658.00","7259194.00","10558852.00","2495803.00","1994452.00","4490255.00","3984392.00","520614.00","1536437.00","11998.00","-696.00","6052745.00","--","--","15852.00","6068597.00","0.00","116273.00","15.20"
"114/03/26","102","3","1612","宏泰","2828923.00","2896930.00","5725853.00","681123.00","132903.00","814026.00","3241511.00","179445.00","1449685.00","24528.00","--","4895169.00","--","--","16658.00","4911827.00","0.00","0.00","15.10"
"114/03/26","102","3","1614","三洋電","3072756.00","4113544.00","7186300.00","1351702.00","815605.00","2167307.00","2691134.00","207832.00","2170922.00","20332.00","-132299.00","4957921.00","--","--","61072.00","5018993.00","0.00","10182746.00","19.15"
"114/03/26","102","3","1615","大山","810526.00","1476929.00","2287455.00","693825.00","184421.00","878246.00","1118618.00","0.00","296254.00","-5663.00","--","1409209.00","--","--","--","1409209.00","0.00","0.00","12.60"
"114/03/26","102","3","1616","億泰","2305329.00","1159341.00","3464670.00","1556323.00","161967.00","1718290.00","1941485.00","2480.00","-100955.00","-11553.00","-85077.00","1746380.00","--","--","--","1746380.00","0.00","4654499.00","9.22"
"114/03/26","102","3","1617","榮星","2328986.00","1022329.00","3351315.00","1343164.00","431289.00","1774453.00","1442332.00","90331.00","59145.00","-20193.00","0.00","1571615.00","--","--","5247.00","1576862.00","0.00","0.00","10.90"
"114/03/26","102","3","1618","合機","1978434.00","2832874.00","4811308.00","460696.00","9740.00","470436.00","2408647.00","648415.00","1192135.00","91675.00","--","4340872.00","--","--","--","4340872.00","0.00","0.00","18.02"
"114/03/26","102","3","1626","艾美特-KY","5008009.00","2441260.00","7449269.00","4018858.00","143442.00","4162300.00","1224942.00","951804.00","1029982.00","80241.00","0.00","3286969.00","0.00","--","0.00","3286969.00","0.00","0.00","26.83"
"114/03/26","102","3","1702","南僑","6084219.00","6747066.00","12831285.00","4688222.00","3684894.00","8373116.00","2941330.00","332677.00","1515161.00","10433.00","-530114.00","4269487.00","--","--","188682.00","4458169.00","0.00","46041259.00","17.21"
"114/03/26","102","3","1707","葡萄王","1442666.00","2545983.00","3988649.00","974248.00","171664.00","1145912.00","1302350.00","4363.00","1202863.00","-666.00","0.00","2508910.00","--","--","333827.00","2842737.00","0.00","0.00","19.26"
"114/03/26","102","3","1708","東鹼","1998125.00","4975652.00","6973777.00","1117741.00","1858872.00","2976613.00","1657316.00","9015.00","2205427.00","-4801.00","--","3866957.00","--","--","130207.00","3997164.00","0.00","0.00","23.33"
"114/03/26","102","3","1709","和益","5871151.00","3754401.00","9625552.00","2229986.00","1008820.00","3238806.00","4299329.00","191176.00","1497597.00","117822.00","--","6105924.00","--","--","280822.00","6386746.00","0.00","0.00","14.20"
"114/03/26","102","3","1710","東聯","4450714.00","18640920.00","23091634.00","4878697.00","1599670.00","6478367.00","8857031.00","1321398.00","6162073.00","460563.00","-187798.00","16613267.00","--","--","--","16613267.00","0.00","13753554.00","19.05"
"114/03/26","102","3","1711","永光","5678584.00","5621303.00","11299887.00","2894758.00","1302018.00","4196776.00","4731690.00","473558.00","1398955.00","201842.00","--","6806045.00","--","--","297066.00","7103111.00","0.00","0.00","14.38"
"114/03/26","102","3","1712","興農","6844885.00","7268021.00","14112906.00","4411549.00","4811448.00","9222997.00","3336920.00","167036.00","1350569.00","-61909.00","0.00","4792616.00","--","--","97293.00","4889909.00","0.00","0.00","14.36"
"114/03/26","102","3","1713","國化","1094951.00","1285940.00","2380891.00","32914.00","147194.00","180108.00","1509517.00","0.00","684586.00","6680.00","0.00","--","--","--","--","2200783.00","0.00","0.00","14.58"
"114/03/26","102","3","1714","和桐","20248254.00","18926728.00","39174982.00","13613526.00","9517285.00","23130811.00","9129454.00","77012.00","1360013.00","518203.00","-104919.00","10979763.00","--","--","5064408.00","16044171.00","0.00","13342.00","12.03"
"114/03/26","102","3","1717","長興","26962305.00","16683727.00","43646032.00","12567751.00","11919111.00","24486862.00","9923971.00","359869.00","6589725.00","2007484.00","--","18881049.00","--","--","278121.00","19159170.00","0.00","0.00","19.03"
"114/03/26","102","3","1720","生達","2515215.00","2530993.00","5046208.00","859099.00","695494.00","1554593.00","1786961.00","411397.00","887113.00","133815.00","--","3219286.00","--","--","272329.00","3491615.00","0.00","0.00","18.60"
"114/03/26","102","3","1721","三晃","876374.00","663417.00","1539791.00","677878.00","100028.00","777906.00","836771.00","0.00","-67064.00","-7822.00","0.00","761885.00","--","--","--","761885.00","0.00","0.00","9.11"
"114/03/26","102","3","1722","台肥","8439357.00","57717694.00","66157051.00","3404793.00","12169667.00","15574460.00","9800000.00","2232791.00","38787527.00","-237727.00","--","50582591.00","--","--","--","50582591.00","0.00","0.00","51.61"
"114/03/26","102","3","1723","中碳","3861436.00","3887333.00","7748769.00","1030770.00","148585.00","1179355.00","2369044.00","427429.00","3698861.00","82505.00","-167552.00","6410287.00","--","--","159127.00","6569414.00","0.00","6770537.00","27.85"
"114/03/26","102","3","1725","元禎","3952226.00","752211.00","4704437.00","2399153.00","80025.00","2479178.00","1825010.00","3550.00","301431.00","105352.00","-10084.00","2225259.00","--","--","0.00","2225259.00","0.00","671000.00","12.24"
"114/03/26","102","3","1726","永記","6556719.00","1904314.00","8461033.00","1037694.00","415520.00","1453214.00","1620000.00","109005.00","5261636.00","24190.00","0.00","7014831.00","--","--","-7012.00","7007819.00","0.00","0.00","43.30"
"114/03/26","102","3","1727","中華化","878212.00","986723.00","1864935.00","547967.00","25772.00","573739.00","1000000.00","9324.00","276432.00","-41.00","0.00","1285715.00","--","--","5481.00","1291196.00","0.00","0.00","12.86"
"114/03/26","102","3","1730","花仙子","913456.00","316651.00","1230107.00","385339.00","29656.00","414995.00","534812.00","20082.00","252327.00","7891.00","0.00","815112.00","--","--","--","815112.00","0.00","0.00","15.24"
"114/03/26","102","3","1731","美吾華","1476846.00","1116218.00","2593064.00","933826.00","16227.00","950053.00","1329152.00","189034.00","120520.00","4305.00","--","1643011.00","--","--","--","1643011.00","0.00","0.00","12.36"
"114/03/26","102","3","1732","毛寶","353768.00","248512.00","602280.00","95684.00","45508.00","141192.00","424439.00","2690.00","37396.00","-3437.00","--","461088.00","--","--","--","461088.00","0.00","0.00","10.86"
"114/03/26","102","3","1733","五鼎","1347766.00","1341620.00","2689386.00","382837.00","421334.00","804171.00","985314.00","185160.00","720408.00","-6574.00","--","1884308.00","--","--","907.00","1885215.00","0.00","0.00","19.12"
"114/03/26","102","3","1734","杏輝","2083294.00","3361929.00","5445223.00","1128695.00","861436.00","1990131.00","1493252.00","961529.00","511046.00","-7301.00","0.00","2958526.00","--","--","496566.00","3455092.00","0.00","0.00","19.81"
"114/03/26","102","3","1735","日勝化","2689592.00","918414.00","3608006.00","1914463.00","206292.00","2120755.00","1023880.00","101808.00","243736.00","-3272.00","-33791.00","1332361.00","--","--","154890.00","1487251.00","0.00","3000000.00","13.41"
"114/03/26","102","3","1736","喬山","9926164.00","4050904.00","13977068.00","6631774.00","1506730.00","8138504.00","2014480.00","37746.00","3826165.00","-41198.00","0.00","5837193.00","--","--","1371.00","5838564.00","0.00","0.00","28.98"
"114/03/26","102","3","1737","臺鹽","2678271.00","4230204.00","6908475.00","285860.00","135023.00","420883.00","2780955.00","2504261.00","1180415.00","21961.00","--","6487592.00","--","--","--","6487592.00","0.00","0.00","23.33"
"114/03/26","102","3","1752","南光","677146.00","1841104.00","2518250.00","495450.00","736177.00","1231627.00","792933.00","380240.00","113450.00","--","--","--","--","--","--","1286623.00","0.00","0.00","16.28"
"114/03/26","102","3","1762","中化生","683353.00","2356609.00","3039962.00","677859.00","652086.00","1329945.00","775600.00","334323.00","523835.00","16377.00","--","1650135.00","--","--","59882.00","1710017.00","0.00","0.00","21.28"
"114/03/26","102","3","1773","勝一","2184971.00","2631517.00","4816488.00","1145033.00","302000.00","1447033.00","1335000.00","101165.00","1944772.00","-11482.00","--","3369455.00","--","--","--","3369455.00","0.00","0.00","25.24"
"114/03/26","102","3","1783","和康生","559606.00","176696.00","736302.00","41721.00","78612.00","120333.00","622940.00","133977.00","-140928.00","-20.00","0.00","615969.00","--","--","0.00","615969.00","0.00","0.00","9.89"
"114/03/26","102","3","1786","科妍","357398.00","156924.00","514322.00","24452.00","36813.00","61265.00","424000.00","412.00","28645.00","--","--","453057.00","--","--","--","453057.00","0.00","0.00","10.69"
"114/03/26","102","3","1789","神隆","6114919.00","5005211.00","11120130.00","1706267.00","65911.00","1772178.00","6759272.00","1246977.00","1326716.00","14987.00","--","9347952.00","--","--","0.00","9347952.00","0.00","0.00","13.83"
"114/03/26","102","3","1795","美時","738066.00","562477.00","1300543.00","428787.00","105354.00","534141.00","593922.00","346395.00","-169600.00","81.00","-4396.00","766402.00","--","--","--","766402.00","0.00","212000.00","12.95"
"114/03/26","102","3","1802","台玻","27265240.00","70115015.00","97380255.00","31744776.00","17069642.00","48814418.00","23780608.00","342598.00","20349206.00","45406.00","--","44517818.00","--","--","4048019.00","48565837.00","0.00","0.00","18.72"
"114/03/26","102","3","1805","寶徠","3174780.00","319781.00","3494561.00","2818894.00","143486.00","2962380.00","802654.00","51614.00","-322087.00","0.00","0.00","532181.00","--","--","0.00","532181.00","0.00","0.00","6.63"
"114/03/26","102","3","1806","冠軍","5920653.00","7401821.00","13322474.00","3692213.00","1793553.00","5485766.00","4373351.00","147735.00","2666874.00","648748.00","0.00","7836708.00","--","--","0.00","7836708.00","0.00","0.00","17.92"
"114/03/26","102","3","1808","潤隆","12221944.00","634448.00","12856392.00","8313603.00","1449977.00","9763580.00","1765970.00","833551.00","493291.00","0.00","--","--","--","--","--","3092812.00","0.00","0.00","17.51"
