出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/03/26","102","3","2801","彰銀","29667692.00","128226759.00","59618939.00","70694.00","--","19617919.00","724864.00","--","1129305225.00","40286461.00","186430969.00","--","--","28760115.00","24012354.00","10820530.00","73985.00","3362675.00","1944976.00","1662924157.00","108015993.00","--","2629775.00","--","5232947.00","30338648.00","269874.00","--","1349797857.00","43249966.00","--","--","1108648.00","3555364.00","6245561.00","1969105.00","1552413738.00","77490592.00","--","33679631.00","-659804.00","0.00","110510419.00","--","--","--","110510419.00","0.00","0.00","14.26"
"114/03/26","102","3","2809","京城銀","14706527.00","37504987.00","1685857.00","--","494238.00","1079858.00","--","--","105591572.00","34297998.00","6046356.00","--","--","6814059.00","2690649.00","--","--","291529.00","496596.00","211700226.00","16225735.00","4747200.00","37340.00","--","19602330.00","1254503.00","196010.00","--","146065527.00","0.00","--","--","4126.00","457139.00","77857.00","162465.00","188830232.00","12012343.00","178746.00","9608813.00","1070092.00","0.00","22869994.00","--","--","0.00","22869994.00","0.00","0.00","19.04"
"114/03/26","102","3","2812","台中銀","5867110.00","68625211.00","12197986.00","0.00","5027475.00","5293086.00","56589.00","0.00","356225597.00","19215539.00","3258187.00","133245.00","190217.00","1156488.00","3410837.00","0.00","89839.00","305933.00","1004341.00","482057680.00","12913695.00","4122435.00","57724.00","0.00","254048.00","4777511.00","135138.00","0.00","415456219.00","13512483.00","0.00","0.00","44899.00","259498.00","111021.00","369012.00","452013683.00","24868532.00","675537.00","4537893.00","-37965.00","0.00","30043997.00","--","--","0.00","30043997.00","0.00","0.00","12.08"
"114/03/26","102","3","2820","華票","298035.00","74175.00","104212254.00","--","2976000.00","1400504.00","58488.00","--","--","68589019.00","2506542.00","--","--","180128.00","163021.00","--","--","114242.00","928318.00","181500726.00","13500000.00","--","1199.00","--","145309810.00","630720.00","0.00","--","--","--","--","--","--","1268055.00","0.00","73422.00","160783206.00","13429600.00","2474.00","6998737.00","286709.00","0.00","--","0.00","--","--","20717520.00","0.00","0.00","15.43"
"114/03/26","102","3","2834","臺企銀","23448793.00","62569481.00","4087650.00","--","200680.00","14761344.00","657201.00","--","986326723.00","13619143.00","189937865.00","--","--","3234745.00","14350358.00","--","189681.00","1907038.00","2127762.00","1317418464.00","84242254.00","20000.00","225575.00","--","8428165.00","21035688.00","--","--","1084017939.00","45450000.00","--","--","13486086.00","2889567.00","879754.00","815184.00","1261490212.00","50941482.00","0.00","5073391.00","-86621.00","0.00","55928252.00","0.00","--","0.00","55928252.00","0.00","0.00","10.98"
"114/03/26","102","3","2836","高雄銀","3541790.00","21764298.00","1839457.00","--","6709790.00","850076.00","19862.00","--","171433496.00","18158921.00","0.00","--","--","1584714.00","2752202.00","--","45294.00","141896.00","92703.00","228934499.00","11852003.00","--","1946.00","--","67887.00","3584745.00","26547.00","--","195648326.00","6000000.00","--","--","142783.00","810211.00","--","147116.00","218281564.00","7210492.00","2016605.00","1513296.00","-87458.00","--","10652935.00","--","--","0.00","10652935.00","0.00","0.00","14.77"
"114/03/26","102","3","2838","聯邦銀","7029578.00","67420653.00","9761056.00","--","18111747.00","14339830.00","190572.00","--","231331630.00","8004718.00","415748.00","54251.00","--","57130970.00","7655632.00","2781229.00","2079761.00","3078741.00","6514149.00","435900265.00","5332034.00","--","64619.00","--","24803635.00","5139108.00","41441.00","--","360297952.00","5200000.00","--","--","3847769.00","753004.00","527282.00","2333730.00","408340574.00","22165251.00","34288.00","4665264.00","445488.00","--","27310291.00","--","--","249400.00","27559691.00","0.00","0.00","12.32"
"114/03/26","102","3","2845","遠東銀","4488898.00","79374297.00","18635068.00","120853.00","11003406.00","21604064.00","--","--","316949779.00","16639829.00","2647545.00","2331771.00","--","11833978.00","2817135.00","--","1840190.00","669368.00","210504.00","491166685.00","25027428.00","--","5708838.00","10320.00","--","11477111.00","60296.00","--","392644362.00","25055638.00","--","--","1486065.00","714972.00","--","489645.00","462674675.00","23621182.00","34923.00","5260972.00","-425067.00","--","28492010.00","--","--","--","28492010.00","0.00","0.00","12.06"
"114/03/26","102","3","2849","安泰銀","3766458.00","77584094.00","15144253.00","--","1550001.00","6614105.00","184523.00","0.00","191332996.00","60666995.00","--","--","--","729520.00","895879.00","--","267415.00","3725296.00","2229840.00","364691375.00","8675927.00","--","9602035.00","--","5373337.00","5852312.00","90018.00","--","298190304.00","10000000.00","--","1414865.00","625273.00","483663.00","26069.00","167637.00","340501440.00","16796775.00","1461505.00","6776301.00","-844646.00","0.00","24189935.00","--","--","0.00","24189935.00","0.00","0.00","14.40"
