出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","106","2","2801","彰銀","--","--","--","--","--","--","--"
"114/03/26","106","2","2809","京城銀","-23411678.00","712720.00","-4753626.00","-96552.00","-27549136.00","37623290.00","10074154.00"
"114/03/26","106","2","2812","台中銀","-4039729.00","-56748476.00","1490019.00","-23378.00","-59321564.00","88021445.00","28699881.00"
"114/03/26","106","2","2820","華票","--","--","--","--","--","--","--"
"114/03/26","106","2","2834","臺企銀","-18378071.00","1236268.00","3889590.00","-22160.00","-13274373.00","49564948.00","36290575.00"
"114/03/26","106","2","2836","高雄銀","-2137764.00","-89791.00","1782500.00","-5.00","-445060.00","11828636.00","11383576.00"
"114/03/26","106","2","2838","聯邦銀","6624062.00","-1039032.00","560709.00","-611161.00","5534578.00","78026360.00","83560938.00"
"114/03/26","106","2","2845","遠東銀","7502769.00","-95437.00","-1925211.00","88855.00","5570976.00","28339153.00","33910129.00"
"114/03/26","106","2","2849","安泰銀","--","--","--","--","--","--","--"
"114/03/26","106","2","2897","王道銀行","7041008.00","-4620597.00","1359792.00","815017.00","4595220.00","19285672.00","23880892.00"
"114/03/26","106","2","5876","上海商銀","19326458.00","622867.00","3796317.00","-4863542.00","18882100.00","163264050.00","182146150.00"
