出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","108","3","2801","彰銀","-66546401.00","-595036.00","16092997.00","-430346.00","-51478786.00","179641968.00","128163182.00"
"114/03/26","108","3","2809","京城銀","-2408634.00","-251422.00","-3478580.00","-36003.00","-6174639.00","13496670.00","7322031.00"
"114/03/26","108","3","2812","台中銀","5454122.00","-7297732.00","-84884.00","-31815.00","-1960309.00","39653064.00","37692755.00"
"114/03/26","108","3","2820","華票","--","--","--","--","--","--","--"
"114/03/26","108","3","2834","臺企銀","11744871.00","-28537149.00","9762236.00","6332.00","-7023710.00","46036673.00","39012963.00"
"114/03/26","108","3","2836","高雄銀","--","--","--","--","--","--","--"
"114/03/26","108","3","2838","聯邦銀","-15327973.00","-1720045.00","-420711.00","140864.00","-17327865.00","88821151.00","71493286.00"
"114/03/26","108","3","2845","遠東銀","-14147962.00","-827601.00","-365195.00","-16764.00","-15357522.00","34110283.00","18752761.00"
"114/03/26","108","3","2849","安泰銀","--","--","--","--","--","--","--"
"114/03/26","108","3","2897","王道銀行","3280749.00","373591.00","-2545702.00","-147929.00","960709.00","24952785.00","25913494.00"
"114/03/26","108","3","5876","上海商銀","20466166.00","-575403.00","10576744.00","957758.00","31425265.00","166837301.00","198262566.00"
